business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
Askin Tostevi,Muharrem Osanmaz,Bread; cheese; sausage all left incredible flavors on our palate. We recommend it to everyone who will go to Ayvalık.,4,0.45,0.45,en,20,0,0,False,0,0,0,0,0,"The review is a relatively positive and specific testimonial regarding the food at ""Askin Tostevi"" in Ayvalık. The sentiment score of 0.45 indicates a generally positive opinion, and the details about the flavors (bread, cheese, sausage) suggest a genuine experience. There is no evidence of inauthenticity, irrelevant content, an advertisement, or a rant. The review length (20) is also within a reasonable range for a genuine review."
Nazar Cafe,Alper Kultufan,Very good quality and expensive also always crowded.,4,0.2,0.74,en,8,0,0,False,0,0,0,0,0,"The review expresses a generally positive sentiment (sentiment=0.2) with reasonable detail (""Very good quality and expensive also always crowded""). The subjectivity score (0.74) suggests a genuine opinion rather than overly crafted promotional language. There are no indicators of inauthenticity, advertisement, or ranting."
Midpoint,Mehmet Gunes,They used to taste better; the chef must have changed.,3,0.5,0.5,en,10,0,0,False,0,0,0,0,0,"The review expresses a subjective opinion (""They used to taste better; the chef must have changed."") with a moderate sentiment (0.5) and length (10). While it’s a somewhat generic complaint, it doesn’t exhibit strong indicators of inauthenticity like overly enthusiastic language, promotional URLs, or extreme emotional expression. It doesn’t appear to be a deliberately deceptive review."
Umut Pide,Tufan Ulu,Waiters didn't pay attention to me.,3,0.0,0.0,en,6,0,0,False,0,0,0,0,0,"The review expresses a negative sentiment (sentiment=0.0) and a subjective complaint (""Waiters didn't pay attention to me."") but doesn't exhibit strong characteristics of inauthenticity, advertisement, or a rant. The length is reasonable, and there are no excessive capitalizations or exclamation marks. It’s a relatively simple, honest complaint."
Kafros Pizzeria,Emine Kaya,You can't get enough of the thin pizza dough. Overcrowded employees are very concerned. We ate pizza at Mia highly recommend.,5,-0.01,0.55,en,21,0,0,False,0,0,0,0,0,"The review has a positive sentiment (-0.01) and a subjectivity score of 0.55, indicating a genuine, albeit somewhat generic, positive experience. The review text contains specific details about the pizza dough, and the review length (21) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertising language, or an angry rant."
Ahsap Iskender,Bayram Duzgun,Iskender is very delicious; you can optionally pour butter; what is interesting to me is that there are no treats.,3,0.75,0.75,en,20,0,0,False,0,0,0,0,0,"This review is relatively short and uses generic positive language (""Iskender is very delicious""). While the sentiment is positive (0.75), the lack of specific details or unique observations makes it unlikely to be inauthentic. The review does not contain URLs or overtly promotional language. The review does not show evidence of being a rant."
Askin Tostevi,Sema Sabancioglu,We paid 150 TL for 2 toast and 2 ayran. The only address of Ayvalık Toast. There are many queues; but the queue moves very quickly. Worth the wait.,5,0.27,0.53,en,29,0,1,False,0,0,0,0,0,"The review appears to be a genuine customer experience. The sentiment is relatively low at 0.27, but not strongly negative. The subjectivity is moderate at 0.53. While the price is mentioned (150 TL), it's presented in the context of a typical transaction. There are no strong indicators of inauthenticity, such as overly generic praise, excessive capitalization, or the presence of URLs. The review length (29) is also reasonable."
Sini Mugla,Sibel Salis,The waiters are scruffy so we didn't feel comfortable eating. The hygiene of the place was also bad.,1,-0.15,0.73,en,18,0,0,False,1,0,0,1,0,"The review has a very low rating (1) and a negative sentiment (-0.15), indicating a potentially biased or overly critical rant. While not overtly aggressive, the phrasing ""we didn't feel comfortable eating"" and ""the hygiene of the place was also bad"" combined with the low rating suggests a negative experience that might be exaggerated or not entirely representative. Furthermore, the strong negative sentiment warrants flagging this review as potentially a rant."
Mado,Muhammet Ay,The address of quality. The service should be a little faster.,4,-0.19,0.5,en,11,0,0,False,0,0,0,0,0,"The review has a sentiment of -0.19 which indicates a slightly negative sentiment, but is not overly critical. The subjectivity rating of 0.5 suggests it's somewhat opinionated, but the language is relatively generic (""address of quality,"" ""service should be a little faster""). There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Kebabci Mahmut,Ali Selcik,Unnecessarily expensive; the Arab is addressing the tourist. good taste.,3,0.1,0.65,en,10,0,0,False,0,0,0,0,0,"The review expresses a negative opinion (""Unnecessarily expensive; the Arab is addressing the tourist."") but provides a specific reason (expensive, tourist-focused). The sentiment score of 0.1 is relatively low, indicating a negative opinion, but doesn't meet the threshold for a rant. The review is written in English and contains no URLs.  There is no strong evidence to suggest inauthenticity or an advertisement."
Hasan Usta,Burak Gelen,It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,3,-0.49,0.81,en,20,0,0,False,0,0,0,0,0,"The review is relatively short and uses somewhat generic language (""It is a place that can be preferred for taste""). While the sentiment is negative (-0.49) and mentions unpleasant aspects (smelly toilets), it doesn't exhibit the strong, emotionally charged language or excessive capitalization often found in rants. The subjectivity score of 0.81 indicates a degree of personal opinion, which is typical for reviews. There is no URL present, and no strong evidence suggests a deceptive intent."
Salacak,Candan Esin,It is not p/p. Doner came cold and that's why it was hard.,3,-0.45,0.77,en,13,0,0,False,1,0,0,1,0,"The review has a negative sentiment (-0.45) and a relatively high number of all-caps words (0) and exclamation marks (0), suggesting an emotional and potentially exaggerated complaint. While not definitively fraudulent, the combination of factors leans towards a rant-like review, potentially an overly critical expression of dissatisfaction."
Rumeli Iskembecisi,Mehmet Durmaz,In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,3,0.6,0.55,en,28,0,0,False,0,0,0,0,0,"The review expresses a relatively mild and somewhat generic sentiment (""I can't say it's too good because we drink much better ones""). The sentiment score of 0.6 is not particularly high or low, and the review doesn't contain any strong indicators of deception, advertising, or an overly emotional rant. The language is descriptive but lacks specific details, which is typical of many genuine reviews. The review is also in English, and contains no URL."
Medeniyetler Sofrasi,Serpil Can,"They have very delicious meat; especially tiny lahmacun, super appetizers; delicious food here. The food is very nice. The workers can be a little more interested. They are very interested in Arab customers. They don't care about us. This situation makes us sad.",3,0.35,0.78,en,43,0,0,False,1,0,0,1,0,"The review has a negative sentiment score of 0.35, indicating a negative experience, and a high subjectivity score of 0.78, suggesting a strongly opinionated and potentially emotional review. Furthermore, the review contains phrases like ""They don't care about us. This situation makes us sad,"" which leans towards a rant-like quality expressing dissatisfaction and possibly anger. While the rating is only 3 stars, the combination of negative sentiment, high subjectivity, and the expressed feelings point towards a potentially inauthentic review designed to highlight a negative experience."
Miss Pizza,Samet Selcuk,Excellent pizza and fine wine. Both food and beverage portions are large. I recommend.,4,0.54,0.64,en,14,0,0,False,0,0,0,0,0,"The review has a positive sentiment (0.54), a moderate subjectivity rating (0.64), and a reasonable length (14). There are no strong indicators of inauthenticity, advertisement, or a rant. The language is descriptive (""Excellent pizza and fine wine,"" ""Both food and beverage portions are large"") without being overly generic or sensational."
Patso Burger,Bekir Bilir,Great patso!,5,1.0,0.75,en,2,1,0,False,0,0,0,0,0,"The review is a short, positive statement (""Great patso!"") with a high sentiment score (1.0) and a moderate subjectivity score (0.75). While the language is generic, it doesn't exhibit any strong indicators of inauthenticity, deception, or an advertisement. The review is a simple, positive feedback, which is entirely plausible."
Bunbun Kas,Enes Cekic,If you come to Kaş and do not eat bunbun here; you are not considered to have come to Kaş. I would definitely recommend you to try it. Especially the ayran is wonderful.,5,0.33,0.83,en,33,0,0,False,0,0,0,0,0,"The review is overwhelmingly positive with a 5-star rating and enthusiastic language (""I would definitely recommend you to try it""). The sentiment is positive (0.33), subjectivity is relatively high (0.83), and the review length is reasonable. There's no indication of inauthenticity, irrelevant content, advertising language, or a rant."
Bilice,Alperen Ozturk,It gets very crowded because it's the weekend; we have to go a little early; you may not find a place to eat something,5,0.04,0.37,en,24,0,0,False,0,0,0,0,0,"The review has a very low sentiment score of 0.04, suggesting it's not an overly critical rant. While the language is somewhat generic (""It gets very crowded...""), it lacks the hallmarks of a deceptive or promotional review. The review text is short, but not excessively so, and there are no URLs or highly capitalized words. The rating of 5 also doesn’t immediately raise suspicions."
Rumeli Iskembecisi,Kaan Dogu,Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,4,0.29,0.68,en,19,0,0,False,0,0,0,0,0,"The review is a relatively short and moderately positive comment on a tripe soup. The sentiment score of 0.29 indicates a mildly positive opinion, which is consistent with the text. The subjectivity score of 0.68 suggests a personal and somewhat opinionated review, but doesn't indicate deception. There are no strong indicators of inauthenticity, irrelevant content, advertisements, or rants."
Pecko Firin Atakum,Bulut Ergun,I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,4,0.0,0.28,en,27,0,0,False,0,0,0,0,0,"The review is relatively short and expresses a simple opinion about the restaurant's prices and the reviewer's frequent visits. The sentiment is neutral (0.0), the subjectivity is low (0.28), and there are no strong indicators of inauthenticity like overly enthusiastic language, excessive capitalization, or URLs. It doesn't appear to be an advertisement or a rant."
Suflor,Amna Hakai,It's a very small and elegant place; its decor attracted me as I passed by. This cafe specializes in souffles of various flavors and the service they have is excellent and the staff are welcoming and cheerful.,4,0.32,0.8,en,37,0,0,False,0,0,0,0,0,"The review is relatively detailed, describing the cafe's decor and service. The sentiment score of 0.32 suggests a generally positive experience, and the subjectivity score of 0.8 indicates a personal perspective rather than overly promotional language. There are no indications of a URL or excessive capitalization, nor is the sentiment strongly negative, suggesting it is not an inauthentic review, irrelevant review, advertisement, or rant."
Askin Tostevi,Ipek Tanyas,Crispy and delicious toast.,4,1.0,1.0,en,4,0,0,False,1,0,0,0,0,"The review ""Crispy and delicious toast"" is extremely generic and lacks specific details.  It’s a very short review and uses overly positive but ultimately meaningless language. This suggests it might be an inauthentic review created to artificially boost the rating without genuine customer feedback. There is no evidence of an advertisement or rant."
Sakip Usta Gaziantep,Gamze Aciogli,It was very nice to be greeted with a smile when we first entered; we went with my wife; the services are very fast; the empty services are removed immediately; the washbasins were hygienic and clean; and I would recommend a very reasonable place.,4,0.3,0.6,en,44,0,0,False,0,0,0,0,0,"The review has a positive sentiment (0.3) and a subjectivity score of 0.6, suggesting a genuine experience. The review text is descriptive, mentioning specific aspects of the restaurant (hygienic washbasins, fast service). There is no evidence of inauthenticity, irrelevant content, advertising language, or a rant. The review length (44) is reasonable."
Kukis Suadiye,Berna Yazici,We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,5,0.18,0.65,en,41,0,0,False,0,0,0,0,0,"This review is a relatively detailed and positive account of a dining experience. The sentiment score of 0.18 indicates a mildly positive feeling, the subjectivity score of 0.65 suggests it's a personal opinion, and the review length (41) is reasonable. There's no evidence of inauthentic behavior, such as overly generic praise, promotional language, or excessive capitalization. The focus is on describing the food and atmosphere, and the details provided (moblan, ibiza, strawberry puff pastry) lend credibility."
Umut Pide,Hulya Kadir,Excellent food and ambiance.,5,1.0,1.0,en,4,0,0,False,0,0,0,0,0,"This review is a simple, positive statement (""Excellent food and ambiance."") with a 5-star rating. The sentiment is positive (1.0), subjectivity is high (1.0), and the review length is short (4). There's no evidence of inauthenticity, advertisement, or ranting. The data doesn't flag any red flags for deceptive intent."
Kofteci Yusuf,Nurullah Cinar,We told the staff a very modest breakfast plate; there is unlimited tea; and the breakfast was really good. There was everything up to 4 kinds of cheese and it only cost 54 liras.,5,0.28,0.87,en,34,0,0,False,0,0,0,0,0,"The review is a relatively detailed and positive account of a breakfast experience. The sentiment is positive (0.28), the subjectivity is moderate (0.87), and the review length is reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant."
Patso Burger,Ersen Turgut,Patso starts from 50tl. It comes with lots of potatoes in the bread wrapped in paper; dipped in ketchup or mayonnaise according to your needs. You have to eat standing up. It does not have a special flavor; but it is satisfying,3,0.43,0.79,en,42,0,0,False,0,0,0,0,0,"This review provides a relatively detailed description of the Patso Burger experience, including price, ingredients, and the eating format. The sentiment is moderately positive (0.43), and the language is not overly emotive or sensationalized. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant. The review length (42) and subjectivity (0.79) also don't raise immediate concerns."
Anzelha,Erhan Murat,A good kebab place. The meat is very good; tasty; the meat is well cooked. The treats are sufficient and tasty.,5,0.8,0.69,en,21,0,0,False,0,0,0,0,0,"This review is a positive testimonial for a kebab place. The language is relatively simple and focuses on positive attributes like ""good meat,"" ""tasty,"" and ""well cooked."" The sentiment score of 0.8 and subjectivity of 0.69 suggest a genuine, though somewhat generic, opinion. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Tatbak,Ahmet Takir,Interest was good; but doner was a complete disaster. First of all; it came cold; there was no proper sauce in it; there was so much onion that I could not taste the meat at all.,2,0.11,0.44,en,36,0,0,False,0,0,0,1,0,"The review has a negative sentiment of 0.11, indicating a strongly negative experience. Coupled with the detailed description of specific issues (cold food, lack of sauce, excessive onion), it leans towards an overly critical rant rather than a factual review. The length of the review (36) and the level of detail suggest a genuine, though unhappy, customer."
Bogazkoy Restaurant,Nafican Tatlici,Asian salmon pastas and salad varieties are very successful. They have not neglected to share the secret of their taste.,4,0.19,0.57,en,20,0,0,False,0,0,0,0,0,"This review is a relatively short, positive comment describing the food. The sentiment is positive (0.19), the subjectivity is moderate (0.57), and there are no obvious indicators of inauthenticity such as overly generic language, excessive exclamation marks, or caps. The review provides a specific detail – ""Asian salmon pastas and salad varieties"" – which lends credibility. It does not appear to be an advertisement or a rant."
Korelee,Merve Sahin,Kimbap wasn't for me; it's a tough flavor.,4,-0.39,0.83,en,8,0,0,False,0,0,0,0,0,"The review expresses a personal opinion about the taste of kimbap (""Kimbap wasn't for me; it's a tough flavor.""). The sentiment (-0.39) is mildly negative, but the review offers a specific, albeit subjective, critique rather than an overly emotional rant. There are no indicators of inauthenticity, irrelevant content, or advertising. The review length is also reasonable."
Inegol Restaurant,Aysenur Celik,I especially recommend wedding soup; stuffed meatballs; manti and Inegöl meatballs.,4,0.0,1.0,en,11,0,0,False,0,0,0,0,0,"The review is relatively short and provides specific menu item recommendations (""wedding soup; stuffed meatballs; manti and Inegöl meatballs.""). The sentiment is neutral (0.0) and the subjectivity score is high (1.0), suggesting a genuine opinion. There are no indicators of inauthenticity, advertisement, or ranting based on the provided data."
Nusr-et,Kaan Omak,"When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",3,0.19,0.33,en,34,0,0,False,0,0,0,0,0,"The review gives a rating of 3 out of 5, which is a moderate rating. The text describes a specific incident (hamburger not being left) with some detail, indicating a genuine experience. The sentiment score of 0.19 is relatively low but not overwhelmingly negative, suggesting it's not a full-blown rant. The review doesn't exhibit characteristics of an advertisement or a deceptive attempt to manipulate ratings.  The length and other pre-processed metrics don't strongly suggest inauthenticity."
